Opponent's deck,Player's deck,Crowns taken,Win
"['Skeletons', 'Dart Goblin', 'Electro Wizard', 'Hog Rider', 'Tombstone', 'Arrows', 'P.E.K.K.A', 'Lightning']","['Tesla', 'Knight', 'Hog Rider', 'Firecracker', 'Earthquake', 'The Log', 'Goblins', 'Ice Spirit']","[0, 3]",0
"['Valkyrie', 'Firecracker', 'Dart Goblin', 'The Log', 'Skeleton Barrel', 'Wall Breakers', 'Cannon', 'Goblin Barrel']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[0, 2]",0
"['Royal Recruits', 'Archers', 'Flying Machine', 'Arrows', 'Goblin Cage', 'Barbarian Barrel', 'Fireball', 'Royal Hogs']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[0, 1]",0
"['Archers', 'Knight', 'Goblins', 'Poison', 'Bomb Tower', 'Graveyard', 'Arrows', 'Mega Minion']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[0, 1]",0
"['Skeletons', 'Knight', 'Hog Rider', 'The Log', 'Lightning', 'Inferno Tower', 'Archers', 'Bats']","['Bomber', 'Knight', 'Arrows', 'Giant Snowball', 'Inferno Dragon', 'Balloon', 'Lava Hound', 'Skeleton Dragons']","[0, 3]",0
"['Royal Recruits', 'Firecracker', 'Poison', 'Royal Hogs', 'Goblin Cage', 'Skeleton Dragons', 'Zappies', 'Tornado']","['Tesla', 'Knight', 'Hog Rider', 'Firecracker', 'Earthquake', 'The Log', 'Goblins', 'Ice Spirit']","[0, 1]",0
"['Knight', 'Bomber', 'Little Prince', 'Bowler', 'Lightning', 'Tornado', 'Electro Giant', 'Cannon']","['Tesla', 'Knight', 'Hog Rider', 'Firecracker', 'Earthquake', 'The Log', 'Goblins', 'Ice Spirit']","[3, 0]",1
"['Mega Minion', 'Lightning', 'Zap', 'Royal Ghost', 'Goblin Giant', 'Cannon Cart', 'Elite Barbarians', 'Barbarian Barrel']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[2, 1]",1
"['Firecracker', 'Mother Witch', 'Arrows', 'Dark Prince', 'Furnace', 'Skeleton Army', 'Royal Hogs', 'Bandit']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[1, 2]",0
"['Tesla', 'Royal Recruits', 'Earthquake', 'Hog Rider', 'Barbarian Barrel', 'Firecracker', 'Monk', 'Lumberjack']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[1, 2]",0
"['Goblin Gang', 'Bats', 'Zap', 'The Log', 'Electro Wizard', 'Bomb Tower', 'Balloon', 'Lumberjack']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[2, 3]",0
"['Bats', 'Baby Dragon', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Mini P.E.K.K.A', 'Clone', 'Arrows']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[1, 3]",0
"['Firecracker', 'Royal Giant', 'Fisherman', 'Lumberjack', 'Electro Wizard', 'Skeleton King', 'Barbarian Barrel', 'Poison']","['Knight', 'Bomber', 'Golem', 'Electro Dragon', 'Skeleton Dragons', 'Lumberjack', 'Elixir Collector', 'Tornado']","[1, 2]",0
"['Fire Spirit', 'Hunter', 'Musketeer', 'The Log', 'Goblin Barrel', 'Mini P.E.K.K.A', 'P.E.K.K.A', 'Prince']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[0, 3]",0
"['Bomber', 'Mega Knight', 'Minions', 'Tesla', 'Ice Spirit', 'Witch', 'Hog Rider', 'Zap']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[0, 3]",0
"['Balloon', 'Bats', 'Inferno Tower', 'Wizard', 'Knight', 'Tornado', 'Elixir Golem', 'Wall Breakers']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[3, 0]",1
"['Mega Knight', 'Arrows', 'Flying Machine', 'Balloon', 'Bats', 'Valkyrie', 'Witch', 'Goblins']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[0, 3]",0
"['Skeleton King', 'Royal Delivery', 'Tombstone', 'Barbarian Barrel', 'Magic Archer', 'Royal Giant', 'Ice Spirit', 'Fireball']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[0, 3]",0
"['Golem', 'Ice Golem', 'Zappies', 'Mortar', 'Spear Goblins', 'Zap', 'Knight', 'Poison']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[3, 0]",1
"['Prince', 'Skeleton Army', 'Giant', 'Musketeer', 'Arrows', 'Mega Minion', 'Archers', 'Lightning']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[3, 0]",1
"['Dark Prince', 'Goblin Barrel', 'Wizard', 'Valkyrie', 'Goblin Hut', 'Skeleton Dragons', 'Rascals', 'Goblins']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[3, 0]",1
"['Witch', 'P.E.K.K.A', 'Valkyrie', 'Wall Breakers', 'Baby Dragon', 'Fire Spirit', 'Electro Spirit', 'Balloon']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[0, 3]",0
"['Electro Wizard', 'Royal Giant', 'Royal Ghost', 'Fireball', 'Sparky', 'Skeletons', 'Three Musketeers', 'The Log']","['Royal Recruits', 'Witch', 'Mega Knight', 'Elite Barbarians', 'Wizard', 'Goblin Gang', 'Executioner', 'Giant Skeleton', 'Prince', 'Lumberjack', 'Mini P.E.K.K.A', 'Barbarians']","[3, 0]",1
"['Flying Machine', 'Goblin Gang', 'Goblin Barrel', 'Magic Archer', 'X-Bow', 'Tesla', 'Barbarian Barrel', 'Elixir Golem']","['Lava Hound', 'The Log', 'Barbarians', 'Elixir Collector', 'Baby Dragon', 'Three Musketeers', 'Spear Goblins', 'Mother Witch']","[0, 1]",0
"['Hog Rider', 'Magic Archer', 'Ice Golem', 'Furnace', 'Tesla', 'Royal Delivery', 'Elixir Golem', 'Inferno Dragon']","['Mother Witch', 'Lava Hound', 'Zap', 'Barbarians', 'Barbarian Hut', 'Electro Spirit', 'Witch', 'Miner']","[1, 0]",1
"['Earthquake', 'Skeleton Barrel', 'Spear Goblins', 'Dart Goblin', 'Skeletons', 'Ice Golem', 'Night Witch', 'Minion Horde']","['Flying Machine', 'Ice Wizard', 'Giant Skeleton', 'Tesla', 'Minions', 'Heal Spirit', 'Graveyard', 'Giant Snowball']","[1, 0]",1
"['Princess', 'Goblin Cage', 'Ice Golem', 'Rascals', 'Giant', 'Graveyard', 'Royal Delivery', 'Bats']","['Tesla', 'Lightning', 'Balloon', 'Golem', 'Miner', 'Heal Spirit', 'Cannon Cart', 'Skeleton Dragons']","[2, 0]",1
"['Bowler', 'Barbarian Barrel', 'Prince', 'Zappies', 'Goblin Barrel', 'Tesla', 'Ice Golem', 'Baby Dragon']","['Skeleton Dragons', 'Guards', 'Archers', 'Ram Rider', 'Electro Wizard', 'Cannon Cart', 'Rage', 'Elixir Golem']","[0, 1]",0
"['Spear Goblins', 'Electro Wizard', 'Electro Spirit', 'Battle Ram', 'Miner', 'Mortar', 'Minions', 'Giant Snowball']","['Barbarian Barrel', 'Goblin Gang', 'Tesla', 'Rascals', 'Graveyard', 'Heal Spirit', 'Mother Witch', 'Goblins']","[1, 0]",1
"['Princess', 'Tesla', 'Electro Giant', 'Royal Delivery', 'Lumberjack', 'Goblins', 'Royal Hogs', 'Executioner']","['Bowler', 'Goblin Giant', 'Heal Spirit', 'Sparky', 'Arrows', 'Miner', 'Bomber', 'Hunter']","[0, 1]",0
"['Skeleton Army', 'Bowler', 'Battle Ram', 'Royal Delivery', 'Ice Wizard', 'Royal Giant', 'Miner', 'Fire Spirit']","['Spear Goblins', 'Goblin Giant', 'Tesla', 'Electro Wizard', 'Earthquake', 'Hog Rider', 'Zappies', 'Mega Minion']","[1, 0]",1
"['Lightning', 'Spear Goblins', 'Royal Ghost', 'Battle Ram', 'Skeletons', 'Baby Dragon', 'The Log', 'Goblin Drill']","['Mega Knight', 'Giant Snowball', 'Mother Witch', 'Tesla', 'Elixir Golem', 'Dark Prince', 'Guards', 'Poison']","[0, 1]",0
"['Sparky', 'Guards', 'Rage', 'Witch', 'Lava Hound', 'Tesla', 'Executioner', 'Hog Rider']","['Three Musketeers', 'Phoenix', 'Knight', 'Golem', 'Magic Archer', 'Giant Snowball', 'Fire Spirit', 'Cannon']","[0, 1]",0
"['Bats', 'Skeletons', 'Skeleton King', 'Night Witch', 'Rage', 'Elixir Golem', 'Elixir Collector', 'Arrows']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[3, 1]",1
"['Tesla', 'Knight', 'Golem', 'Lumberjack', 'Electro Dragon', 'Skeleton Dragons', 'Tornado', 'Elixir Collector']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[1, 0]",1
"['Firecracker', 'Wall Breakers', 'Mega Knight', 'Fireball', 'Hog Rider', 'Elite Barbarians', 'Skeleton Army', 'Rage']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[1, 2]",0
"['Valkyrie', 'Tesla', 'Electro Wizard', 'Poison', 'Bandit', 'Mini P.E.K.K.A', 'Dart Goblin', 'Arrows']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[1, 0]",1
"['Archers', 'Dark Prince', 'Arrows', 'Balloon', 'Lightning', 'P.E.K.K.A', 'Zap', 'Electro Wizard']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[1, 0]",1
"['Bats', 'Skeletons', 'Clone', 'Flying Machine', 'Night Witch', 'Arrows', 'Golem', 'Skeleton King']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[1, 0]",1
"['Firecracker', 'Bandit', 'Poison', 'P.E.K.K.A', 'Electro Wizard', 'Royal Ghost', 'Battle Ram', 'Zap']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[3, 0]",1
"['Firecracker', 'The Log', 'Goblin Barrel', 'Ice Spirit', 'Goblin Gang', 'Valkyrie', 'Inferno Tower', 'Rocket']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[3, 0]",1
"['Bats', 'Zap', 'Goblin Giant', 'Prince', 'Spear Goblins', 'Goblin Gang', 'Dark Prince', 'Fireball']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[0, 2]",0
"['Mortar', 'Little Prince', 'Ice Spirit', 'Guards', 'Mega Knight', 'The Log', 'Hog Rider', 'Baby Dragon']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[1, 0]",1
"['Royal Giant', 'Zappies', 'Goblin Gang', 'Mother Witch', 'Skeleton King', 'The Log', 'Fireball', 'Fisherman']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[1, 0]",1
"['Royal Recruits', 'Bats', 'Arrows', 'Phoenix', 'Elixir Golem', 'Night Witch', 'Electro Dragon', 'Poison']","['Valkyrie', 'Archers', 'Lava Hound', 'Inferno Dragon', 'Flying Machine', 'Miner', 'Tombstone', 'Arrows']","[0, 3]",0
"['Royal Giant', 'Goblin Cage', 'Firecracker', 'Hog Rider', 'Mother Witch', 'Inferno Tower', 'Musketeer', 'Barbarians']","['Valkyrie', 'Archers', 'Lava Hound', 'Inferno Dragon', 'Flying Machine', 'Miner', 'Tombstone', 'Arrows']","[1, 0]",1
"['Guards', 'Mega Knight', 'Hog Rider', 'Dart Goblin', 'Bandit', 'Giant Snowball', 'Skeletons', 'Furnace']","['Goblin Cage', 'Tesla', 'Lightning', 'Minions', 'Skeleton Dragons', 'Three Musketeers', 'Ice Golem', 'Electro Spirit']","[2, 1]",1
"['Barbarians', 'Firecracker', 'Elixir Golem', 'Electro Dragon', 'Night Witch', 'Battle Healer', 'Rage', 'Arrows']","['Royal Recruits', 'Archers', 'Ram Rider', 'Lumberjack', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'Barbarian Barrel']","[0, 1]",0
"['Firecracker', 'Skeletons', 'Mini P.E.K.K.A', 'Mega Knight', 'Zap', 'Ice Spirit', 'Battle Ram', 'Dart Goblin']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Firecracker', 'Goblins', 'Royal Delivery', 'Fireball', 'Tesla', 'Mega Knight', 'Prince', 'Bomber']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Mortar', 'Knight', 'Spear Goblins', 'Fireball', 'Skeleton Barrel', 'Little Prince', 'Goblin Gang', 'The Log']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[0, 1]",0
"['Spear Goblins', 'Cannon', 'Fisherman', 'Skeleton Army', 'Electro Spirit', 'Archer Queen', 'Rage', 'Ram Rider']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Bats', 'Skeleton Barrel', 'Inferno Dragon', 'Mega Knight', 'Miner', 'Goblin Gang', 'Spear Goblins', 'Zap']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Skeletons', 'Tesla', 'Zap', 'Lightning', 'Ice Spirit', 'X-Bow', 'Archers', 'Knight']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Barbarians', 'Bats', 'Graveyard', 'Giant', 'Arrows', 'Bowler', 'Giant Snowball', 'Archer Queen']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Skeletons', 'Tesla', 'Ice Spirit', 'Earthquake', 'The Log', 'Hog Rider', 'Knight', 'Firecracker']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Firecracker', 'Executioner', 'Mega Knight', 'Bats', 'Knight', 'Lightning', 'Hog Rider', 'Night Witch']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Knight', 'Firecracker', 'Goblins', 'The Log', 'Royal Delivery', 'Bomb Tower', 'Hog Rider', 'Earthquake']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[0, 3]",0
"['Royal Recruits', 'Skeletons', 'Rage', 'Goblin Cage', 'Skeleton Dragons', 'Balloon', 'Giant Snowball', 'Mega Knight']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[2, 1]",1
"['Knight', 'Archers', 'Minions', 'Arrows', 'Sparky', 'Mini P.E.K.K.A', 'Goblin Giant', 'Rage']","['Knight', 'Firecracker', 'Skeletons', 'Earthquake', 'The Log', 'Hog Rider', 'Tesla', 'Ice Spirit']","[1, 0]",1
"['Valkyrie', 'Mega Knight', 'Goblin Barrel', 'Arrows', 'Archers', 'Electro Wizard', 'Prince', 'Skeleton Army']","['Knight', 'Archers', 'Zap', 'Graveyard', 'Bowler', 'Baby Dragon', 'Poison', 'Arrows']","[0, 1]",0
"['Royal Hogs', 'Elite Barbarians', 'Witch', 'Rocket', 'Three Musketeers', 'Firecracker', 'Barbarian Hut', 'Mother Witch']","['Knight', 'Archers', 'Zap', 'Graveyard', 'Bowler', 'Baby Dragon', 'Poison', 'Arrows']","[1, 2]",0
"['Firecracker', 'Electro Giant', 'Tornado', 'Fireball', 'Mini P.E.K.K.A', 'Bats', 'Skeleton Barrel', 'The Log']","['Knight', 'Archers', 'Zap', 'Graveyard', 'Bowler', 'Baby Dragon', 'Poison', 'Arrows']","[2, 1]",1
"['Royal Recruits', 'Barbarian Barrel', 'Royal Hogs', 'Flying Machine', 'Fireball', 'Goblin Cage', 'Zappies', 'Golden Knight']","['Knight', 'Archers', 'Zap', 'Graveyard', 'Bowler', 'Baby Dragon', 'Poison', 'Arrows']","[0, 1]",0
"['Royal Giant', 'Skeleton Dragons', 'Bandit', 'P.E.K.K.A', 'Arrows', 'Valkyrie', 'Zap', 'Musketeer']","['Archers', 'Royal Giant', 'Skeleton King', 'Mother Witch', 'Fisherman', 'Fireball', 'Barbarian Barrel', 'Tombstone']","[0, 3]",0
"['Knight', 'Fireball', 'The Log', 'Firecracker', 'Skeletons', 'Fisherman', 'Royal Giant', 'Hunter']","['Archers', 'Royal Giant', 'Skeleton King', 'Mother Witch', 'Fisherman', 'Fireball', 'Barbarian Barrel', 'Tombstone']","[1, 0]",1
"['Firecracker', 'Valkyrie', 'Skeleton Army', 'Mini P.E.K.K.A', 'Elixir Golem', 'Witch', 'Arrows', 'Mirror']","['Archers', 'Royal Giant', 'Skeleton King', 'Mother Witch', 'Fisherman', 'Fireball', 'Barbarian Barrel', 'Tombstone']","[2, 3]",0
"['Royal Giant', 'Monk', 'Zappies', 'Fisherman', 'Electro Spirit', 'Tombstone', 'Mother Witch', 'Rage']","['Knight', 'Archers', 'Lightning', 'Little Prince', 'Electro Giant', 'Bowler', 'Tornado', 'Cannon']","[0, 1]",0
"['Mortar', 'Cannon Cart', 'Skeleton King', 'Fireball', 'Skeleton Army', 'Dart Goblin', 'Skeleton Barrel', 'Goblin Gang']","['Knight', 'Archers', 'Poison', 'Graveyard', 'Tombstone', 'Barbarian Barrel', 'Tornado', 'Ice Wizard']","[0, 1]",0
"['Skeletons', 'Mega Knight', 'Goblin Gang', 'Inferno Tower', 'Firecracker', 'Rage', 'Zap', 'Elite Barbarians']","['Knight', 'Archers', 'Poison', 'Graveyard', 'Tombstone', 'Barbarian Barrel', 'Tornado', 'Ice Wizard']","[3, 0]",1
"['Bats', 'Firecracker', 'Ice Golem', 'Electro Wizard', 'Arrows', 'Mega Knight', 'Prince', 'Wall Breakers']","['Knight', 'Archers', 'Poison', 'Graveyard', 'Tombstone', 'Barbarian Barrel', 'Tornado', 'Ice Wizard']","[0, 1]",0
"['Firecracker', 'Knight', 'Valkyrie', 'Zap', 'Mega Knight', 'Rage', 'Musketeer', 'Arrows']","['Knight', 'Archers', 'Poison', 'Graveyard', 'Tombstone', 'Barbarian Barrel', 'Tornado', 'Ice Wizard']","[1, 0]",1
"['Firecracker', 'Valkyrie', 'Inferno Dragon', 'Hog Rider', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Lightning']","['Knight', 'Archers', 'Poison', 'Graveyard', 'Tombstone', 'Barbarian Barrel', 'Tornado', 'Ice Wizard']","[0, 2]",0
"['Skeletons', 'Firecracker', 'Valkyrie', 'Hog Rider', 'Princess', 'Flying Machine', 'Baby Dragon', 'Goblin Giant']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 3]",0
"['Skeletons', 'Bats', 'Barbarian Barrel', 'Lumberjack', 'Balloon', 'Electro Spirit', 'Musketeer', 'Giant Snowball']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[1, 0]",1
"['Witch', 'Giant Skeleton', 'Minions', 'Arrows', 'Fireball', 'Giant', 'Mother Witch', 'Goblin Hut']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Princess', 'Baby Dragon', 'Lumberjack', 'Tesla', 'Fireball', 'Bats', 'Balloon', 'Mega Knight']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[3, 0]",1
"['Knight', 'Skeletons', 'Tesla', 'Fireball', 'Archers', 'The Log', 'X-Bow', 'Electro Spirit']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 3]",0
"['Wall Breakers', 'Bats', 'Poison', 'Little Prince', 'The Log', 'Miner', 'Bomb Tower', 'Guards']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Knight', 'Wall Breakers', 'Goblin Gang', 'The Log', 'Goblin Barrel', 'Rocket', 'Princess', 'Ice Spirit']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Mortar', 'Knight', 'Goblin Gang', 'Arrows', 'Miner', 'Skeleton Barrel', 'Bats', 'Spear Goblins']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[1, 0]",1
"['Archers', 'Skeletons', 'Knight', 'Ice Spirit', 'X-Bow', 'Tesla', 'Fireball', 'The Log']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Knight', 'Archers', 'Fireball', 'Graveyard', 'Valkyrie', 'Arrows', 'Inferno Dragon', 'Tombstone']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Valkyrie', 'Firecracker', 'Barbarian Barrel', 'Electro Giant', 'Tornado', 'Flying Machine', 'Guards', 'Hog Rider']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Firecracker', 'Knight', 'Goblins', 'Earthquake', 'Hog Rider', 'Ice Spirit', 'The Log', 'Tesla']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Valkyrie', 'Ice Spirit', 'Tornado', 'Goblins', 'Rocket', 'Hog Rider', 'Executioner', 'The Log']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[1, 0]",1
"['Knight', 'Archers', 'Electro Giant', 'Bowler', 'Tesla', 'Fireball', 'Tornado', 'The Log']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Knight', 'Skeletons', 'Electro Giant', 'Lightning', 'Cannon', 'Dark Prince', 'Little Prince', 'Tornado']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[1, 0]",1
"['Knight', 'Firecracker', 'Earthquake', 'Ice Spirit', 'Skeletons', 'Bomb Tower', 'Hog Rider', 'The Log']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[0, 1]",0
"['Royal Recruits', 'Bomber', 'Zappies', 'Goblin Cage', 'Arrows', 'Flying Machine', 'Royal Hogs', 'Fireball']","['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Tornado', 'Barbarian Barrel', 'Bomb Tower']","[1, 0]",1
"['Firecracker', 'Skeletons', 'Hog Rider', 'The Log', 'Earthquake', 'Ice Spirit', 'Bomb Tower', 'Mighty Miner']","['Firecracker', 'Knight', 'Hog Rider', 'Earthquake', 'Goblins', 'Ice Spirit', 'The Log', 'Tesla']","[0, 1]",0
"['Bats', 'Archers', 'Graveyard', 'Arrows', 'Giant', 'Bowler', 'Giant Snowball', 'Little Prince']","['Firecracker', 'Knight', 'Hog Rider', 'Earthquake', 'Goblins', 'Ice Spirit', 'The Log', 'Tesla']","[0, 1]",0
"['Knight', 'Furnace', 'Lightning', 'Executioner', 'Hog Rider', 'Bowler', 'Royal Delivery', 'Tornado']","['Firecracker', 'Knight', 'Hog Rider', 'Earthquake', 'Goblins', 'Ice Spirit', 'The Log', 'Tesla']","[1, 0]",1
"['Royal Recruits', 'Firecracker', 'Mother Witch', 'Barbarian Barrel', 'Battle Ram', 'Royal Ghost', 'Bandit', 'Mini P.E.K.K.A']","['Firecracker', 'Knight', 'Hog Rider', 'Earthquake', 'Goblins', 'Ice Spirit', 'The Log', 'Tesla']","[1, 0]",1
